revision,file,line,token,context
mainnet,sui-execution/latest/sui-adapter/src/unit_tests/address_balance_smash_short_circuit_tests.rs,177,assert!,"teDenied), version(ADDRESS_BALANCE_SMASH_SHORT_CIRCUIT_MIN_ACCUMULATOR_VERSION.value()), ), &config )); assert!(!should_short_circuit_insufficient_funds( &ExecutionOrEarlyError::failed( NonEmpty::new(ExecutionErrorKind::CertificateDenied), None, ), &config )); } }"
mainnet,sui-execution/latest/sui-adapter/src/static_programmable_transactions/env.rs,81,unwrap,"if env.$ident.get().is_none() { let tag = $tag; let ty = env.load_type_from_struct(&tag)?; env.$ident.set(ty.clone()).unwrap(); } Ok(env.$ident.get().unwrap().clone()) }}; } impl<'pc, 'vm, 'state, 'linkage, 'extensions, Mode> Env<'pc, 'vm, 'state, 'linkage, 'extensions, Mode> where Mode: ExecutionMode, { pub fn new("
mainnet,sui-execution/latest/sui-adapter/src/static_programmable_transactions/env.rs,83,unwrap,"let tag = $tag; let ty = env.load_type_from_struct(&tag)?; env.$ident.set(ty.clone()).unwrap(); } Ok(env.$ident.get().unwrap().clone()) }}; } impl<'pc, 'vm, 'state, 'linkage, 'extensions, Mode> Env<'pc, 'vm, 'state, 'linkage, 'extensions, Mode> where Mode: ExecutionMode, { pub fn new( protocol_config: &'pc ProtocolConfig, v"
mainnet,sui-execution/latest/sui-adapter/src/data_store/transaction_package_store.rs,96,unreachable!,""", id ); } let Some((pkg_id, (_move_pkg, verified_pkg))) = self.new_packages.borrow_mut().pop() else { unreachable!( ""We just checked that new packages is not empty, so this should never happen."" ); }; assert_eq!( pkg_id, id, ""Popped package ID {} does not match requested ID"
mainnet,sui-execution/latest/sui-adapter/src/temporary_store/invariants.rs,601,assert!,"> { if gas_objs.contains(id) { // gas object must be owned by sender or sponsor assert!( a == gas_owner, ""Gas object must be owned by sender or sponsor"" ); } else { assert!(sen"
mainnet,sui-execution/latest/sui-adapter/src/temporary_store/invariants.rs,606,assert!,"""Gas object must be owned by sender or sponsor"" ); } else { assert!(sender == a, ""Input object must be owned by sender""); } Some(id) } Owner::Shared { .. } | Owner::ConsensusAddressOwner { .. } => Some(id),"
mainnet,sui-execution/latest/sui-adapter/src/temporary_store/invariants.rs,635,unreachable!,"can_use_mutably() .then_some(id) } Owner::ObjectOwner(_parent) => { unreachable!( ""Input objects must be address owned, shared, consensus, or immutable"" ) } } }) .filter(|id| { //"
mainnet,sui-execution/latest/sui-adapter/src/temporary_store/invariants.rs,655,assert!,"::from) .collect(); // Add sender and sponsor (if present) to authenticated set let mut authenticated_for_mutation = { assert!( !objects_authenticated_for_mutation.contains(sender), ""Sender cannot be an object"" ); assert!( sponsor .is_none_or(|sponsor| !objects_authe"
mainnet,sui-execution/latest/sui-adapter/src/temporary_store/invariants.rs,659,assert!,"assert!( !objects_authenticated_for_mutation.contains(sender), ""Sender cannot be an object"" ); assert!( sponsor .is_none_or(|sponsor| !objects_authenticated_for_mutation.contains(&sponsor)), ""Sponsor cannot be an object"" ); let mut s = objects_authenticated_f"
mainnet,sui-execution/latest/sui-adapter/src/temporary_store/invariants.rs,695,panic!,"can load the object from the // store. let Some(old_obj) = store.store.get_object(&to_authenticate) else { panic!( ""Failed to load object {to_authenticate:?}.\n \ If it cannot be loaded, we would expect it to be in the wrapped object map: {:#?}"", &store.wrapped_object_conta"
mainnet,sui-execution/latest/sui-adapter/src/temporary_store/invariants.rs,720,panic!,"op of this loop and it wasn't so this is a failure. owner @ Owner::Shared { .. } | owner @ Owner::Party { .. } => { panic!( ""Unauthenticated root at {to_authenticate:?} with owner {owner:?}\n\ Potentially covering objects in: {authenticated_for_mutation:#?}"" );"
mainnet,sui-execution/latest/sui-adapter/src/temporary_store/invariants.rs,727,assert!,"bjects in: {authenticated_for_mutation:#?}"" ); } Owner::Immutable => { assert!( is_epoch_change, ""Immutable objects cannot be written, except for \ Sui Framework/Move stdlib upgrades at epoch change boundaries"""
mainnet,sui-execution/latest/sui-adapter/src/temporary_store/invariants.rs,735,assert!,"change // tx can update are system packages, // but in principle we could allow others. assert!( is_system_package(to_authenticate), ""Only system packages can be upgraded"" ); continue; } }"
mainnet,sui-execution/latest/sui-adapter/src/temporary_store/invariants.rs,764,assert!,"AccumulatorValue::Integer(a) => a as i128, AccumulatorValue::IntegerTuple(_, _) | AccumulatorValue::EventDigest(_) => { assert!( !sui_types::balance::Balance::is_balance_type(&event.write.address.ty), ""Non-integer accumulator changes should not be balances"" ); continue;"
mainnet,sui-execution/latest/sui-adapter/src/temporary_store/invariants.rs,795,assert!,"&& gas_payment_address_balance .is_some_and(|gas_addr| gas_addr == address)) } }; assert!( authorized, ""Unauthenticated funds-accumulator Split at address {address} for type \ {type_tag}: no input reservation, address is not an authenticated object, and \"
mainnet,sui-execution/latest/sui-adapter/src/temporary_store/invariants.rs,814,assert!,"} let reservation = input_reservations.get(&key).copied().unwrap_or(0) as u128; let withdrawn = change.unsigned_abs(); assert!( withdrawn <= reservation, ""Net withdrawal of {withdrawn} for {key:?} exceeds input reservation of \ {reservation}"" ); } Ok(()) } }"
mainnet,sui-execution/latest/sui-adapter/src/static_programmable_transactions/typing/translate.rs,300,unwrap,"}; self.pure.insert(k.clone(), pure); } let byte_index = self.pure.get_index_of(&k).unwrap(); return Ok((T::Location::PureInput(checked_as!(byte_index, u16)?), ty)); } InputKind::Receiving => { let ty = match expected_ty { Type:"
mainnet,sui-execution/latest/sui-adapter/src/static_programmable_transactions/typing/translate.rs,321,unwrap,"self.receiving.insert(k.clone(), receiving); } let byte_index = self.receiving.get_index_of(&k).unwrap(); return Ok(( T::Location::ReceivingInput(checked_as!(byte_index, u16)?), ty, )); } }, }; let Some(t"
mainnet,sui-execution/latest/sui-adapter/src/static_programmable_transactions/typing/translate.rs,585,unreachable!,"TxContextKind::Mutable => true, TxContextKind::Immutable => false, TxContextKind::None => unreachable!(), }; // TODO this might overlap or be out of bounds of the original PTB arguments... // what do we do here? let idx = checked_as!(param_idx, u16)"
mainnet,sui-execution/latest/sui-adapter/src/static_programmable_transactions/typing/translate.rs,1097,unwrap,":Datatype(dt) = ty && dt.type_arguments.len() == 1 && dt.qualified_ident() == RESOLVED_COIN_STRUCT { Some(dt.type_arguments.first().unwrap()) } else { None } } /// Returns the inner type `T` if the type is `sui::balance::Balance<T>`, else `None` pub(crate) fn balance_inner_type(ty: &Type) -> Option<&Type> { if let Type::Datatype(dt) = ty &&"
mainnet,sui-execution/latest/sui-adapter/src/static_programmable_transactions/typing/translate.rs,1109,unwrap,"tatype(dt) = ty && dt.type_arguments.len() == 1 && dt.qualified_ident() == RESOLVED_BALANCE_STRUCT { Some(dt.type_arguments.first().unwrap()) } else { None } } /// Returns the inner type `T` if the type is `sui::funds_accumulator::Withdrawal<T>`, else `None` pub(crate) fn withdrawal_inner_type(ty: &Type) -> Option<&Type> { if let Type::Datatype(dt)"
mainnet,sui-execution/latest/sui-adapter/src/static_programmable_transactions/typing/translate.rs,1121,unwrap,ype(dt) = ty && dt.type_arguments.len() == 1 && dt.qualified_ident() == RESOLVED_WITHDRAWAL_STRUCT { Some(dt.type_arguments.first().unwrap()) } else { None } } //************************************************************************************************** // Reference scoping //***********************************************************************
mainnet,sui-execution/latest/sui-adapter/src/static_programmable_transactions/execution/values.rs,458,unwrap,"unpacked = value.unpack().collect::<Vec<_>>(); assert_invariant!(unpacked.len() == N, ""Expected {N} fields, got {unpacked:?}""); Ok(unpacked.try_into().unwrap()) } const fn iv(case: &str) -> impl FnOnce(PartialVMError) -> ExecutionError + use<'_> { move |e| make_invariant_violation!(""unexpected {case} failure {e:?}"") }"
mainnet,sui-execution/latest/sui-adapter/src/static_programmable_transactions/execution/context.rs,730,unreachable!,"invariant_violation!(""Failed to serialize Move event""); }; let TypeTag::Struct(tag) = type_tag else { unreachable!() }; Ok((version_mid.clone(), *tag, bytes)) }) .collect::<Result<Vec<_>, Mode::Error>>()?; self.user_events.extend(new_events); Ok(()) } // //"
mainnet,sui-execution/latest/sui-adapter/src/static_programmable_transactions/execution/context.rs,1973,expect,"public_transfer: bool, contents: Vec<u8>, ) -> Result<MoveObject, ExecutionError> { debug_assert_eq!( id, MoveObject::id_opt(&contents).expect(""object contents should start with an id"") ); let old_obj_ver = objects_modified_at .get(&id) .map(|obj: &LoadedRuntimeObject| obj.version); let Ok(type_tag): Result<TypeTag, _> = type_.try_into() else {"
mainnet,sui-execution/latest/sui-adapter/src/static_programmable_transactions/execution/context.rs,2321,panic!,"s objects. for (id, original_owner) in consensus_owner_objects { let Owner::ConsensusAddressOwner { owner, .. } = original_owner else { panic!( ""verified before adding to `consensus_owner_objects` that these are ConsensusAddressOwner"" ); }; // Already verified in pre-execution checks that tx sender is the object owner. //"
mainnet,sui-execution/latest/sui-adapter/src/static_programmable_transactions/execution/interpreter.rs,209,unwrap,"n_send_funds { assert_invariant!(arguments.len() == 2, ""coin::send_funds should have 2 args""); let recipient = arguments.last().unwrap().to_address()?; context.record_gas_coin_transfer(GasCoinTransfer::SendFunds { recipient })?; } let res = context.vm_move_call(function, arguments, trace_builder_opt); trace_utils::"
mainnet,sui-execution/latest/sui-adapter/src/static_programmable_transactions/linkage/resolution.rs,198,expect,"ert(resolution); } else { let existing_unifier = resolution_table .resolution_table .get_mut(&original_pkg_id) .expect(""Guaranteed to exist""); *existing_unifier = existing_unifier.unify(&resolution)?; } if !resolution_table .all_versions_resolution_table .contains_key(object_id) { resolution_table"
mainnet,sui-execution/latest/sui-adapter/src/static_programmable_transactions/typing/invariant_checks/type_check.rs,251,unwrap,"ult_tys.len() == 1, ""make move vec should return exactly one vector"" ); let T::Type::Vector(inner) = result_tys.first().unwrap() else { anyhow::bail!(""make move vec should return a vector type, got {result_tys:?}""); }; anyhow::ensure!( t == &inner.element_type, ""make move vec should retu"
mainnet,sui-execution/latest/sui-adapter/src/static_programmable_transactions/typing/invariant_checks/type_check.rs,272,unwrap,"rade cap"" ); let cap = &env.upgrade_cap_type()?; anyhow::ensure!( cap == result_tys.first().unwrap(), ""publish should return {cap:?}, got {result_tys:?}"", ); } } T::Command__::Upgrade(_, _, _, arg, _) => { argument(env, context, arg, &env.upgrade_ticket_ty"
mainnet,sui-execution/latest/sui-adapter/src/static_programmable_transactions/typing/invariant_checks/type_check.rs,285,unwrap,"n() == 1, ""upgrade should return exactly one receipt"" ); anyhow::ensure!( receipt == result_tys.first().unwrap(), ""upgrade should return {receipt:?}, got {result_tys:?}"" ); } } assert_invariant!( c.drop_values.len() == result_tys.len(), ""drop values should match result types, expecte"
mainnet,sui-execution/latest/sui-adapter/src/static_programmable_transactions/typing/verify/input_arguments.rs,169,unwrap,D_STD_OPTION && dt.type_arguments.len() == 1 { let info_opt = primitive_serialization_layout::<E>(dt.type_arguments.first().unwrap())?; info_opt.map(|layout| PrimitiveArgumentLayout::Option(Box::new(layout))) } else if dt.type_arguments.is_empty() { if resolved == RESOLVED_SUI_ID { Some(PrimitiveArg
mainnet,sui-execution/latest/sui-adapter/src/static_programmable_transactions/typing/verify/input_arguments.rs,224,unwrap,return false; }; dt.qualified_ident() == RESOLVED_RECEIVING_STRUCT && dt.type_arguments.len() == 1 && dt.type_arguments.first().unwrap().abilities().has_key() } //************************************************************************************************** // Object usage //***************************************************************************************
mainnet,sui-execution/latest/sui-adapter/src/static_programmable_transactions/typing/verify/private_entry_arguments.rs,162,unwrap,"self.root::<E>(id)) .collect::<Result<_, _>>()?; Ok(match roots.len() { 0 => self.next(), 1 => *roots.iter().next().unwrap(), _ => { let merged = self.next(); let mut merged_temp = Temperature::Count(0); for &root in &roots { let temp = self.temp::<E>(root)?;"
mainnet,sui-execution/latest/sui-adapter/src/static_programmable_transactions/typing/verify/drop_safety.rs,115,unwrap,"set let location = *location; let last_usage = context.used.insert(location); if last_usage && !borrowed.get().unwrap() { // if it was the last usage, we need to change the Copy to a Move *usage = T::Usage::Move(location); context.moved.insert(location); } }"
mainnet,sui-execution/latest/sui-adapter/src/static_programmable_transactions/typing/verify/drop_safety.rs,170,unwrap,"ize, ""owner pure input index out of bounds"" ); assert_invariant!( ast.pure.get(owner_pure_idx as usize).unwrap().ty == T::Type::Address, ""owner pure input should be an address"" ); let Some(conversion_ty) = conversion_command.value.result_type.first() else { invariant_violation!(""conversi"
mainnet,sui-execution/latest/sui-move-natives/src/random.rs,20,expect,"e>, _args: VecDeque<Value>, ) -> PartialVMResult<NativeResult> { let mut seed = [0u8; 32]; rand::thread_rng() .try_fill(&mut seed) .expect(""should never fail""); Ok(NativeResult::ok( legacy_test_cost(), smallvec![Value::vector_u8(seed)], )) }"
mainnet,sui-execution/latest/sui-move-natives/src/lib.rs,1384,unwrap,"SUI_FRAMEWORK_ADDRESS, // Safe: string literals are always valid identifiers Identifier::new(module_name).unwrap(), Identifier::new(func_name).unwrap(), func, ) }); let sui_system_natives: &[(&str, &str, NativeFunction)] = &[( ""validator"", ""validate_metadata"
mainnet,sui-execution/latest/sui-move-natives/src/lib.rs,1385,unwrap,"// Safe: string literals are always valid identifiers Identifier::new(module_name).unwrap(), Identifier::new(func_name).unwrap(), func, ) }); let sui_system_natives: &[(&str, &str, NativeFunction)] = &[( ""validator"", ""validate_metadata_bcs"", make_native!(validator::validate_metadata_"
mainnet,sui-execution/latest/sui-move-natives/src/lib.rs,1401,unwrap,"( SUI_SYSTEM_ADDRESS, // Safe: string literals are always valid identifiers Identifier::new(module_name).unwrap(), Identifier::new(func_name).unwrap(), func, ) }) .chain(sui_framework_natives_iter) .chain( move_vm_runtime::natives::move_stdlib::stdlib_native_functi"
mainnet,sui-execution/latest/sui-move-natives/src/lib.rs,1402,unwrap,"// Safe: string literals are always valid identifiers Identifier::new(module_name).unwrap(), Identifier::new(func_name).unwrap(), func, ) }) .chain(sui_framework_natives_iter) .chain( move_vm_runtime::natives::move_stdlib::stdlib_native_function_table( MOVE_STDLIB_ADDRESS,"
mainnet,sui-execution/latest/sui-move-natives/src/object_runtime/object_store.rs,290,unwrap,"Some(obj) => { // unwrap safe because we only insert Move objects let move_obj = obj.data.try_as_move().unwrap(); Some(move_obj.contents().len()) } None => None, }; e.insert(obj_opt); CacheInfo::Loaded(num_bytes_opt) } else { CacheInfo"
mainnet,sui-execution/latest/sui-move-natives/src/object_runtime/object_store.rs,305,unwrap,"e because it must be inserted and we only insert Move objects let move_obj_opt = self .cached_objects .get(&child) .unwrap() .as_ref() .map(|obj| obj.data.try_as_move().unwrap()); Ok((cache_info, move_obj_opt)) } fn fetch_object_impl( &mut self, parent: ObjectID, child: ObjectID, ch"
mainnet,sui-execution/latest/sui-move-natives/src/object_runtime/object_store.rs,307,unwrap,"e_obj_opt = self .cached_objects .get(&child) .unwrap() .as_ref() .map(|obj| obj.data.try_as_move().unwrap()); Ok((cache_info, move_obj_opt)) } fn fetch_object_impl( &mut self, parent: ObjectID, child: ObjectID, child_ty_layout: &R::MoveTypeLayout, child_ty_fully_annotated_layout: &"
mainnet,sui-execution/latest/sui-move-natives/src/object_runtime/object_store.rs,698,unwrap,"hild_object_unbounded!(inner, parent, child, SequenceNumber::MAX, true); let Some(move_obj) = obj_opt.as_ref().map(|obj| obj.data.try_as_move().unwrap()) else { return Ok(ObjectResult::Loaded(None)); }; let Some(value) = Value::simple_deserialize(move_obj.contents(), field_setting_layout)"
mainnet,sui-execution/latest/sui-move-natives/src/object_runtime/object_store.rs,802,unwrap,"erator<Item = ActiveChildObject<'_>> { self.store.iter().map(|(id, child_object)| { let copied_child_value = if child_object.value.exists().unwrap() { Some( child_object .value .borrow_global() .unwrap() .value_as::<StructRef>()"
mainnet,sui-execution/latest/sui-move-natives/src/object_runtime/object_store.rs,807,unwrap,"rap() { Some( child_object .value .borrow_global() .unwrap() .value_as::<StructRef>() .unwrap() .read_ref() .unwrap(), ) } else { None };"
mainnet,sui-execution/latest/sui-move-natives/src/object_runtime/object_store.rs,809,unwrap,".value .borrow_global() .unwrap() .value_as::<StructRef>() .unwrap() .read_ref() .unwrap(), ) } else { None }; ActiveChildObject { id, owner: &child_obj"
mainnet,sui-execution/latest/sui-move-natives/src/object_runtime/object_store.rs,811,unwrap,".unwrap() .value_as::<StructRef>() .unwrap() .read_ref() .unwrap(), ) } else { None }; ActiveChildObject { id, owner: &child_object.owner, ty: &child_object.ty, copie"
mainnet,sui-execution/latest/sui-move-natives/src/object_runtime/mod.rs,359,assert!,"self.state.generated_ids.insert(id); TransferResult::New } else { TransferResult::OwnerChanged }; // assert!(end of transaction ==> same owner) if end_of_transaction && !matches!( transfer_result, TransferResult::New | TransferResult::SameOwner ) { return E"
main,crates/sui-types/src/transaction_deny_rules.rs,317,assert!,"bled = true; b.zklogin_disabled_providers.insert(""Google"".to_string()); a.merge(&b); assert_eq!(a.object_deny_list.len(), 2); assert!(a.object_deny_list.contains(&ObjectID::from_single_byte(1))); assert!(a.object_deny_list.contains(&ObjectID::from_single_byte(3))); assert_eq!(a.address_deny_list.len(), 1); assert!(a.package_publish_disabled"
main,crates/sui-types/src/transaction_deny_rules.rs,318,assert!,"; a.merge(&b); assert_eq!(a.object_deny_list.len(), 2); assert!(a.object_deny_list.contains(&ObjectID::from_single_byte(1))); assert!(a.object_deny_list.contains(&ObjectID::from_single_byte(3))); assert_eq!(a.address_deny_list.len(), 1); assert!(a.package_publish_disabled); assert!(a.user_transaction_disabled); assert!(a.zklogin_dis"
main,crates/sui-types/src/transaction_deny_rules.rs,320,assert!,":from_single_byte(1))); assert!(a.object_deny_list.contains(&ObjectID::from_single_byte(3))); assert_eq!(a.address_deny_list.len(), 1); assert!(a.package_publish_disabled); assert!(a.user_transaction_disabled); assert!(a.zklogin_disabled_providers.contains(""Google"")); } #[test] fn entry_count_sums_set_lengths() { let mut r = TransactionD"
main,crates/sui-types/src/transaction_deny_rules.rs,321,assert!,"ect_deny_list.contains(&ObjectID::from_single_byte(3))); assert_eq!(a.address_deny_list.len(), 1); assert!(a.package_publish_disabled); assert!(a.user_transaction_disabled); assert!(a.zklogin_disabled_providers.contains(""Google"")); } #[test] fn entry_count_sums_set_lengths() { let mut r = TransactionDenyRules::default(); r.object_deny_li"
main,crates/sui-types/src/transaction_deny_rules.rs,322,assert!,"byte(3))); assert_eq!(a.address_deny_list.len(), 1); assert!(a.package_publish_disabled); assert!(a.user_transaction_disabled); assert!(a.zklogin_disabled_providers.contains(""Google"")); } #[test] fn entry_count_sums_set_lengths() { let mut r = TransactionDenyRules::default(); r.object_deny_list.insert(ObjectID::from_single_byte(1));"
main,crates/sui-types/src/transaction_deny_rules.rs,353,assert!,(); smaller .object_deny_list .insert(ObjectID::from_single_byte(1)); smaller.package_publish_disabled = true; assert!(larger.is_superset_of(&smaller)); assert!(larger.is_superset_of(&TransactionDenyRules::default())); assert!(!smaller.is_superset_of(&larger)); // A boolean set in `other` but not `self` breaks the superset r
main,crates/sui-types/src/transaction_deny_rules.rs,354,assert!,.insert(ObjectID::from_single_byte(1)); smaller.package_publish_disabled = true; assert!(larger.is_superset_of(&smaller)); assert!(larger.is_superset_of(&TransactionDenyRules::default())); assert!(!smaller.is_superset_of(&larger)); // A boolean set in `other` but not `self` breaks the superset relation. let mut other_bool = TransactionD
main,crates/sui-types/src/transaction_deny_rules.rs,355,assert!,e_publish_disabled = true; assert!(larger.is_superset_of(&smaller)); assert!(larger.is_superset_of(&TransactionDenyRules::default())); assert!(!smaller.is_superset_of(&larger)); // A boolean set in `other` but not `self` breaks the superset relation. let mut other_bool = TransactionDenyRules::default(); other_bool .object_deny_list
main,crates/sui-types/src/transaction_deny_rules.rs,363,assert!,other_bool .object_deny_list .insert(ObjectID::from_single_byte(1)); other_bool.user_transaction_disabled = true; assert!(!larger.is_superset_of(&other_bool)); } #[test] fn deny_element_kind_matches_variant() { let mut rules = TransactionDenyRules::default(); rules.object_deny_list.insert(ObjectID::from_single_byte(1));
main,crates/sui-types/src/transaction_deny_rules.rs,420,assert!,"DenyRules::MAX_ZKLOGIN_PROVIDER_LENGTH ) }) .collect(), ..Default::default() }; assert!(rules.entry_count() < TransactionDenyRules::MAX_SHARE_ENTRIES); let err = rules.check_share_limits().unwrap_err(); assert!(err.contains(""serialized size""), ""{err}""); // A maximal all-ID config stays within t"
main,crates/sui-types/src/transaction_deny_rules.rs,422,assert!,") }; assert!(rules.entry_count() < TransactionDenyRules::MAX_SHARE_ENTRIES); let err = rules.check_share_limits().unwrap_err(); assert!(err.contains(""serialized size""), ""{err}""); // A maximal all-ID config stays within the byte budget: the entry cap is the // binding limit for fixed-size entries. let max_ids = TransactionDenyRules {"
main,crates/sui-types/src/transaction_deny_rules.rs,431,unwrap,"mut bytes = [0u8; ObjectID::LENGTH]; bytes[..8].copy_from_slice(&(i as u64).to_be_bytes()); ObjectID::from_bytes(bytes).unwrap() }) .collect(), ..Default::default() }; assert_eq!( max_ids.entry_count(), TransactionDenyRules::MAX_SHARE_ENTRIES ); max_ids.check_"
main,crates/sui-types/src/transaction_deny_rules.rs,440,unwrap,"}; assert_eq!( max_ids.entry_count(), TransactionDenyRules::MAX_SHARE_ENTRIES ); max_ids.check_share_limits().unwrap(); } #[test] fn elements_round_trips_through_apply_element() { let mut original = TransactionDenyRules::default(); original .object_deny_list .insert(ObjectID::from_single_byte(1))"
main,crates/sui-types/src/execution_status.rs,477,unwrap,"matches!(self, ExecutionStatus::Success) } pub fn is_err(&self) -> bool { matches!(self, ExecutionStatus::Failure(_)) } pub fn unwrap(&self) { match self { ExecutionStatus::Success => {} ExecutionStatus::Failure(_) => { panic!(""Unable to unwrap() on {:?}"", self); } } } pub fn unwrap_err(se"
main,crates/sui-types/src/execution_status.rs,481,panic!,"} pub fn unwrap(&self) { match self { ExecutionStatus::Success => {} ExecutionStatus::Failure(_) => { panic!(""Unable to unwrap() on {:?}"", self); } } } pub fn unwrap_err(self) -> (ExecutionErrorKind, Option<CommandIndex>) { match self { ExecutionStatus::Success => { panic!(""Un"
main,crates/sui-types/src/execution_status.rs,481,unwrap,"unwrap(&self) { match self { ExecutionStatus::Success => {} ExecutionStatus::Failure(_) => { panic!(""Unable to unwrap() on {:?}"", self); } } } pub fn unwrap_err(self) -> (ExecutionErrorKind, Option<CommandIndex>) { match self { ExecutionStatus::Success => { panic!(""Unable to unwrap() o"
main,crates/sui-types/src/execution_status.rs,489,panic!,"} pub fn unwrap_err(self) -> (ExecutionErrorKind, Option<CommandIndex>) { match self { ExecutionStatus::Success => { panic!(""Unable to unwrap() on {:?}"", self); } ExecutionStatus::Failure(ExecutionFailure { error, command }) => (error, command), } } pub fn get_congested_objects(&self) -> Option<&CongestedObjects> {"
main,crates/sui-types/src/execution_status.rs,489,unwrap,"wrap_err(self) -> (ExecutionErrorKind, Option<CommandIndex>) { match self { ExecutionStatus::Success => { panic!(""Unable to unwrap() on {:?}"", self); } ExecutionStatus::Failure(ExecutionFailure { error, command }) => (error, command), } } pub fn get_congested_objects(&self) -> Option<&CongestedObjects> { if let Ex"
main,crates/sui-types/src/signature_verification.rs,40,unwrap,"nter, ) -> Self { Self { inner: RwLock::new(LruCache::new( std::num::NonZeroUsize::new(VERIFIED_CERTIFICATE_CACHE_SIZE).unwrap(), )), cache_hits_counter, cache_misses_counter, cache_evictions_counter, } } pub fn is_cached(&self, digest: &D) -> bool { let inner = self.inner.read();"
main,crates/sui-types/src/signature_verification.rs,88,unwrap,"ios, graphql and rosetta initialization). pub fn new_empty() -> Self { Self::new( IntCounter::new(""test_cache_hits"", ""test cache hits"").unwrap(), IntCounter::new(""test_cache_misses"", ""test cache misses"").unwrap(), IntCounter::new(""test_cache_evictions"", ""test cache evictions"").unwrap(), ) } } impl<D: Hash + Eq + Copy> VerifiedDigestCache"
main,crates/sui-types/src/signature_verification.rs,89,unwrap,"Self::new( IntCounter::new(""test_cache_hits"", ""test cache hits"").unwrap(), IntCounter::new(""test_cache_misses"", ""test cache misses"").unwrap(), IntCounter::new(""test_cache_evictions"", ""test cache evictions"").unwrap(), ) } } impl<D: Hash + Eq + Copy> VerifiedDigestCache<D, ()> { pub fn cache_digest(&self, digest: D) { self.cache_with_va"
main,crates/sui-types/src/signature_verification.rs,90,unwrap,"(), IntCounter::new(""test_cache_misses"", ""test cache misses"").unwrap(), IntCounter::new(""test_cache_evictions"", ""test cache evictions"").unwrap(), ) } } impl<D: Hash + Eq + Copy> VerifiedDigestCache<D, ()> { pub fn cache_digest(&self, digest: D) { self.cache_with_value(digest, ()) } pub fn cache_digests(&self, digests: Vec<D>) { let"
main,crates/sui-types/src/transaction.rs,893,unwrap,om<bool> for CallArg { fn from(b: bool) -> Self { // unwrap safe because every u8 value is BCS-serializable CallArg::Pure(bcs::to_bytes(&b).unwrap()) } } impl From<u8> for CallArg { fn from(n: u8) -> Self { // unwrap safe because every u8 value is BCS-serializable CallArg::Pure(bcs::to_bytes(&n).unwrap()) } } impl From<u16> for CallArg { fn fro
main,crates/sui-types/src/transaction.rs,900,unwrap,l From<u8> for CallArg { fn from(n: u8) -> Self { // unwrap safe because every u8 value is BCS-serializable CallArg::Pure(bcs::to_bytes(&n).unwrap()) } } impl From<u16> for CallArg { fn from(n: u16) -> Self { // unwrap safe because every u16 value is BCS-serializable CallArg::Pure(bcs::to_bytes(&n).unwrap()) } } impl From<u32> for CallArg { fn
main,crates/sui-types/src/transaction.rs,907,unwrap,rom<u16> for CallArg { fn from(n: u16) -> Self { // unwrap safe because every u16 value is BCS-serializable CallArg::Pure(bcs::to_bytes(&n).unwrap()) } } impl From<u32> for CallArg { fn from(n: u32) -> Self { // unwrap safe because every u32 value is BCS-serializable CallArg::Pure(bcs::to_bytes(&n).unwrap()) } } impl From<u64> for CallArg { fn
main,crates/sui-types/src/transaction.rs,914,unwrap,rom<u32> for CallArg { fn from(n: u32) -> Self { // unwrap safe because every u32 value is BCS-serializable CallArg::Pure(bcs::to_bytes(&n).unwrap()) } } impl From<u64> for CallArg { fn from(n: u64) -> Self { // unwrap safe because every u64 value is BCS-serializable CallArg::Pure(bcs::to_bytes(&n).unwrap()) } } impl From<u128> for CallArg { fn
main,crates/sui-types/src/transaction.rs,921,unwrap,rom<u64> for CallArg { fn from(n: u64) -> Self { // unwrap safe because every u64 value is BCS-serializable CallArg::Pure(bcs::to_bytes(&n).unwrap()) } } impl From<u128> for CallArg { fn from(n: u128) -> Self { // unwrap safe because every u128 value is BCS-serializable CallArg::Pure(bcs::to_bytes(&n).unwrap()) } } impl From<&Vec<u8>> for CallArg {
main,crates/sui-types/src/transaction.rs,928,unwrap,<u128> for CallArg { fn from(n: u128) -> Self { // unwrap safe because every u128 value is BCS-serializable CallArg::Pure(bcs::to_bytes(&n).unwrap()) } } impl From<&Vec<u8>> for CallArg { fn from(v: &Vec<u8>) -> Self { // unwrap safe because every vec<u8> value is BCS-serializable CallArg::Pure(bcs::to_bytes(v).unwrap()) } } impl From<ObjectRef> fo
main,crates/sui-types/src/transaction.rs,935,unwrap,for CallArg { fn from(v: &Vec<u8>) -> Self { // unwrap safe because every vec<u8> value is BCS-serializable CallArg::Pure(bcs::to_bytes(v).unwrap()) } } impl From<ObjectRef> for CallArg { fn from(obj: ObjectRef) -> Self { CallArg::Object(ObjectArg::ImmOrOwnedObject(obj)) } } impl ObjectArg { pub const SUI_SYSTEM_MUT: Self = Self::SharedObject {
main,crates/sui-types/src/transaction.rs,1002,unwrap,"g(feature = ""testing"")] pub fn add_gasless_token_for_testing(type_string: String, min_transfer: u64) { GASLESS_TOKENS_FOR_TESTING .write() .unwrap() .push((type_string, min_transfer)); } #[cfg(feature = ""testing"")] pub fn clear_gasless_tokens_for_testing() { GASLESS_TOKENS_FOR_TESTING.write().unwrap().clear(); } impl ProgrammableTransaction { pub fn has_shared"
